Index;Time
0;0.056532928
1;0.055813659
2;0.056182402
3;0.055309540
4;0.055425004
5;0.056442598
6;0.055455935
7;0.055223850
8;0.055573166
9;0.056234095
10;0.055248839
11;0.055489198
12;0.054422327
13;0.053969775
14;0.053957428
15;0.053998882
16;0.053962629
17;0.053970437
18;0.053936737
19;0.053961524
20;0.053969020
21;0.053989225
22;0.053980472
23;0.053953437
24;0.053961507
25;0.053975722
26;0.053988895
27;0.053947121
28;0.053958992
29;0.053993155
30;0.053971745
31;0.053939138
32;0.053953041
33;0.053978870
34;0.053978762
35;0.053930061
36;0.053934433
37;0.053983335
38;0.053955415
39;0.053934422
40;0.053928950
41;0.053984623
42;0.053946963
43;0.053929460
44;0.053941176
45;0.054006275
46;0.053970178
47;0.053969862
48;0.053944703
49;0.053999021
50;0.053971570
51;0.053995785
52;0.053938594
53;0.054002288
54;0.053965879
55;0.053944521
56;0.053934986
57;0.054006545
58;0.053979563
59;0.053924872
60;0.053964035
61;0.053967104
62;0.053948090
63;0.053930534
64;0.053951885
65;0.053972767
66;0.053938232
67;0.053921041
68;0.053918277
69;0.053949316
70;0.053920510
71;0.053921757
72;0.053922065
73;0.053927374
74;0.053917111
75;0.053925961
76;0.053905489
77;0.053910694
78;0.053925585
79;0.053911623
80;0.053911568
81;0.053917971
82;0.053915572
83;0.053917964
84;0.053937440
85;0.053969623
86;0.053938994
87;0.053929668
88;0.053921279
89;0.053998671
90;0.053923147
91;0.053908143
92;0.053946941
93;0.053955637
94;0.053916831
95;0.053937243
96;0.053915625
97;0.053954320
98;0.053914316
99;0.053954053
100;0.053931392
101;0.053958681
102;0.053960031
103;0.053932007
104;0.053932368
105;0.053941478
106;0.053957413
107;0.053941472
108;0.053918761
109;0.053920319
110;0.053940627
111;0.053915676
112;0.053912392
113;0.053919368
114;0.053911863
115;0.053913423
116;0.053918367
117;0.053960915
118;0.053915130
119;0.053922263
120;0.053920541
121;0.053934287
122;0.053912043
123;0.053917926
124;0.053939588
125;0.053987449
126;0.053929008
127;0.053944370
128;0.053945511
129;0.054001601
130;0.053935087
131;0.053927116
132;0.053925341
133;0.053923255
134;0.053928668
135;0.053918508
136;0.053904546
137;0.053926157
138;0.053933757
139;0.053917765
140;0.053901772
141;0.053929163
142;0.053900358
143;0.053896084
144;0.053915455
145;0.053948524
146;0.053920240
147;0.053908726
148;0.053923513
149;0.053980072
150;0.053917517
151;0.053917149
152;0.053921520
153;0.053965111
154;0.053916930
155;0.053925207
156;0.053923485
157;0.053893534
158;0.053894989
159;0.053920662
160;0.053917377
161;0.053921644
162;0.053895599
163;0.053904398
164;0.053928613
165;0.053910380
166;0.053909023
167;0.053902352
168;0.053884588
169;0.053918075
170;0.053935310
171;0.053886557
172;0.053923168
173;0.053920092
174;0.053923317
175;0.053940761
176;0.053906383
177;0.053932473
178;0.053933719
179;0.053949497
180;0.053916942
181;0.053947615
182;0.053921570
183;0.053912764
184;0.053910001
185;0.053921559
186;0.053945983
187;0.053900511
188;0.053894934
189;0.053890504
190;0.053896646
191;0.053888673
192;0.053909920
193;0.053900906
194;0.053960068
195;0.053936107
196;0.053946885
197;0.053934121
198;0.053944794
199;0.053925207
200;0.053921767
201;0.053909002
202;0.053920717
203;0.053900610
204;0.053902794
205;0.053913780
206;0.053905755
207;0.053913252
208;0.053913300
209;0.053907984
210;0.053902720
211;0.053907665
212;0.053926307
