Index;Time
435;0.055774883
436;0.055777584
437;0.055778410
438;0.055776580
439;0.055820948
440;0.055780524
441;0.055776872
442;0.055799625
443;0.055809305
444;0.055801226
445;0.055784551
446;0.055778660
447;0.055797559
448;0.055800364
449;0.055806555
450;0.055792798
451;0.055764458
452;0.055788096
453;0.055815172
454;0.055805165
455;0.055796148
456;0.055811766
457;0.055793738
458;0.055796803
459;0.055792317
460;0.055786581
461;0.055779387
462;0.055797348
463;0.055783539
464;0.055786032
465;0.055785400
466;0.055808675
467;0.055819501
468;0.055799286
469;0.055788133
470;0.055792136
471;0.055788223
472;0.055792174
473;0.055805396
474;0.055796535
475;0.055783664
476;0.055799958
477;0.055808128
478;0.055797913
479;0.055771760
480;0.055787066
481;0.055806225
482;0.055814603
483;0.055783086
484;0.055765266
485;0.055794635
486;0.055797804
487;0.055805141
488;0.055805238
489;0.055808825
490;0.055786838
491;0.055806101
492;0.055796095
493;0.055812911
494;0.055794726
495;0.055788105
496;0.055765858
497;0.055789288
498;0.055794854
499;0.055808076
500;0.055807548
501;0.055808948
502;0.055817534
503;0.055790964
504;0.055785176
505;0.055805377
506;0.055803755
507;0.055780363
508;0.055788429
509;0.055791911
510;0.055802529
511;0.055790543
512;0.055801577
513;0.055791830
514;0.055797344
515;0.055804681
516;0.055789831
517;0.055801594
518;0.055830441
519;0.055796371
520;0.055793812
521;0.055824065
522;0.055774111
523;0.055784676
524;0.055807586
525;0.055790600
526;0.055790904
527;0.055799387
528;0.055771359
529;0.055790936
530;0.055780303
531;0.055768943
532;0.055778622
533;0.055790959
534;0.055799390
535;0.055789486
536;0.055821510
537;0.055808691
538;0.055790142
539;0.055791333
540;0.055797524
541;0.055779809
542;0.055786572
543;0.055793961
544;0.055789110
545;0.055805874
546;0.055773888
547;0.055815963
548;0.055797779
549;0.055853709
550;0.055831098
551;0.055768539
552;0.055793532
553;0.055792015
554;0.055791539
555;0.055802417
556;0.055817045
557;0.055802819
558;0.055778281
559;0.055812857
560;0.055780714
561;0.055820291
562;0.055773565
563;0.055803297
564;0.055797874
565;0.055782919
566;0.055790464
567;0.055796237
568;0.055793939
569;0.055798567
570;0.055798611
571;0.055801573
572;0.055772504
573;0.055798226
574;0.055791187
575;0.055806337
576;0.055783101
577;0.055804864
578;0.055799180
579;0.055790371
580;0.055789218
581;0.055792023
582;0.055780402
583;0.055794093
584;0.055795128
585;0.055789652
586;0.055785790
587;0.055807346
588;0.055801193
589;0.055785509
590;0.055799095
591;0.055771797
592;0.055801269
593;0.055814751
594;0.055775786
595;0.055798852
596;0.055761919
597;0.055810245
598;0.055826018
599;0.055794032
600;0.055792150
601;0.055777560
602;0.055801979
603;0.055795618
604;0.055787382
605;0.055814198
606;0.055788098
607;0.055780383
608;0.055784282
609;0.055835159
610;0.055834840
611;0.055796135
612;0.055803680
613;0.055791329
614;0.055795594
615;0.055798243
616;0.055783809
617;0.055791562
618;0.055790669
619;0.055810923
620;0.055798312
621;0.055790857
622;0.055763610
623;0.055775530
624;0.055786929
625;0.055820672
626;0.055796238
627;0.055790293
628;0.055786536
629;0.055798509
630;0.055784022
631;0.055788234
632;0.055761404
633;0.055773689
634;0.055804567
635;0.055806175
636;0.055779606
637;0.055800744
638;0.055787456
639;0.055803647
640;0.055785775
641;0.055798685
642;0.055781959
643;0.055773307
644;0.055785695
645;0.055813448
646;0.055805108
647;0.055803643
648;0.055780511
649;0.055818785
650;0.055786018
651;0.055785281
652;0.055763920
653;0.055779278
654;0.055799271
655;0.055782180
656;0.055768892
657;0.055786749
658;0.055809502
659;0.055788922
660;0.055793811
661;0.055792450
662;0.055792859
663;0.055784519
664;0.055777793
665;0.055799192
666;0.055789080
667;0.055781938
668;0.055817921
669;0.055784944
670;0.055789469
671;0.055792431
672;0.055812736
673;0.055814187
674;0.055778764
675;0.055782454
676;0.055776770
677;0.055811294
678;0.055807224
679;0.055781957
680;0.055792471
681;0.055774235
682;0.055800686
683;0.055782867
684;0.055801818
685;0.055802539
686;0.055788000
687;0.055786743
688;0.055801737
689;0.055779958
690;0.055788389
691;0.055793642
692;0.055794729
693;0.055776024
694;0.055831485
695;0.055805229
696;0.055818658
697;0.055795891
698;0.055793540
699;0.055796033
700;0.055798734
701;0.055850810
702;0.055795804
703;0.055783765
704;0.055776050
705;0.055782866
706;0.055790827
707;0.055791550
708;0.055786021
709;0.055798723
710;0.055824444
711;0.055798812
712;0.055794274
713;0.055823642
714;0.055798531
715;0.055792586
716;0.055795235
717;0.055805905
718;0.055772668
719;0.055780786
720;0.055800571
721;0.055791138
722;0.055811077
723;0.055787530
724;0.055798824
725;0.055787672
726;0.055808237
727;0.055804792
728;0.055798535
729;0.055792383
730;0.055796073
731;0.055794400
732;0.055776840
733;0.055791729
734;0.055833649
735;0.055789891
736;0.055778791
737;0.055819200
738;0.055795339
739;0.055788978
740;0.055775429
741;0.055777140
742;0.055803280
743;0.055797699
744;0.055811233
745;0.055797529
746;0.055762157
747;0.055786005
748;0.055777404
749;0.055791094
750;0.055805774
751;0.055771237
752;0.055773261
753;0.055766275
754;0.055780174
755;0.055777667
756;0.055790837
757;0.055793121
758;0.055796760
759;0.055785660
760;0.055792787
761;0.055791323
762;0.055794909
763;0.055781777
764;0.055783281
765;0.055800773
766;0.055773943
767;0.055808103
768;0.055778617
769;0.055787673
770;0.055785217
771;0.055792763
772;0.055775620
773;0.055784519
774;0.055757482
775;0.055794402
776;0.055785228
777;0.055800481
778;0.055786724
779;0.055775624
780;0.055797022
781;0.055778161
782;0.055771956
783;0.055785543
784;0.055811681
785;0.055802144
786;0.055810418
787;0.055775723
788;0.055780977
789;0.055794094
790;0.055789192
791;0.055789445
792;0.055792458
793;0.055782400
794;0.055758747
795;0.055780302
796;0.055787795
797;0.055770757
798;0.055784135
799;0.055808347
800;0.055775892
801;0.055791041
802;0.055792701
803;0.055756236
804;0.055772947
805;0.055779763
806;0.055785589
807;0.055781677
808;0.055771200
809;0.055786975
810;0.055808321
811;0.055773575
812;0.055781224
813;0.055806686
814;0.055790950
815;0.055811932
816;0.055808123
817;0.055778221
818;0.055790297
819;0.055775967
820;0.055799606
821;0.055809078
822;0.055780477
823;0.055792866
824;0.055785931
825;0.055809623
826;0.055780449
827;0.055789400
828;0.055754237
829;0.055780063
830;0.055778545
831;0.055791456
832;0.055800771
833;0.055786077
834;0.055821746
835;0.055782989
836;0.055781003
837;0.055796153
838;0.055783333
839;0.055812440
840;0.055798370
841;0.055798676
842;0.055818096
843;0.055844911
844;0.055914279
845;0.055935781
846;0.055862284
847;0.055848892
848;0.055808050
849;0.055812105
850;0.055820691
851;0.055797820
852;0.055785001
853;0.055856607
854;0.055791392
855;0.055824145
856;0.055792628
857;0.055794547
858;0.055840529
859;0.055817502
860;0.055801140
861;0.055783581
862;0.055805397
863;0.055875285
864;0.055804289
865;0.055808657
866;0.055795264
867;0.055792237
868;0.055795302
869;0.055805346
870;0.055831120
871;0.055812571
872;0.055770429
873;0.055856411
874;0.055797862
875;0.055773688
876;0.055825086
877;0.055816745
878;0.055817675
879;0.055772928
880;0.055809326
881;0.055794528
882;0.055806813
883;0.055808628
884;0.055788205
885;0.055814239
886;0.055775690
887;0.055790267
888;0.055813175
889;0.055791762
890;0.055791963
891;0.055802998
892;0.055808720
893;0.055802619
894;0.055782508
895;0.055815574
896;0.055776817
897;0.055805299
898;0.055811438
899;0.055805597
900;0.055795693
901;0.055805008
902;0.055776981
903;0.055792182
904;0.055802591
905;0.055791490
906;0.055792628
907;0.055795068
908;0.055805425
909;0.055776616
910;0.055832806
911;0.055790820
912;0.055814094
913;0.055801795
914;0.055799078
915;0.055801936
916;0.055807032
917;0.055788274
918;0.055806808
919;0.055793259
920;0.055785023
921;0.055812152
922;0.055785010
923;0.055806252
924;0.055808276
925;0.055784103
926;0.055786856
927;0.055808099
928;0.055805696
929;0.055787042
930;0.055784953
931;0.055813434
932;0.055791709
933;0.055773577
934;0.055795288
935;0.055810073
936;0.055781421
937;0.055772507
938;0.055792083
939;0.055794992
940;0.055804360
941;0.055817217
942;0.055801481
943;0.055778662
944;0.055788706
945;0.055782084
946;0.055756556
947;0.055811705
948;0.055809510
949;0.055789191
950;0.055785329
951;0.055811259
952;0.055775731
953;0.055819162
954;0.055786186
955;0.055788991
956;0.055791536
957;0.055861685
958;0.055796416
959;0.055801930
960;0.055788850
961;0.055798635
962;0.055815295
963;0.055780652
964;0.055775905
965;0.055821627
966;0.055760683
967;0.055786040
968;0.055786605
969;0.055825192
970;0.055784456
971;0.055806220
972;0.055798504
973;0.055804278
974;0.055774219
975;0.055811659
976;0.055788475
977;0.055776073
978;0.055771742
979;0.055807100
980;0.055785374
981;0.055802345
982;0.055808276
983;0.055820821
984;0.055774200
985;0.055814973
986;0.055819602
987;0.055809960
988;0.055815525
989;0.055802237
990;0.055786501
991;0.055844462
992;0.055772320
993;0.055815646
994;0.055782254
995;0.055771830
996;0.055775937
997;0.055789888
998;0.055825036
999;0.055796852
1000;0.055782158
1001;0.055804338
1002;0.055776415
1003;0.055778334
1004;0.055768692
1005;0.055777175
1006;0.055770032
1007;0.055791691
1008;0.055784236
1009;0.055804281
1010;0.055811566
1011;0.055786142
1012;0.055779312
1013;0.055808628
1014;0.055775080
1015;0.055829186
1016;0.055799753
1017;0.055774381
1018;0.055785780
1019;0.055781710
1020;0.055795922
1021;0.055779352
1022;0.055824292
1023;0.055779285
1024;0.055783080
1025;0.055780417
1026;0.055806816
1027;0.055775403
1028;0.055769199
1029;0.055824556
1030;0.055795225
1031;0.055774073
1032;0.055787555
1033;0.055786037
1034;0.055816291
1035;0.055794930
1036;0.055815599
1037;0.055800071
1038;0.055787981
1039;0.055787245
1040;0.055827237
1041;0.055811918
1042;0.055791754
1043;0.055810184
1044;0.055792364
1045;0.055803034
1046;0.055812923
1047;0.055778800
1048;0.055775408
1049;0.055794046
1050;0.055826695
1051;0.055803824
1052;0.055808348
1053;0.055812768
1054;0.055789636
1055;0.055804316
1056;0.055851653
1057;0.055805240
1058;0.055820023
1059;0.055822152
1060;0.055791000
1061;0.055789168
1062;0.055804890
1063;0.055794935
1064;0.055771334
1065;0.055798514
1066;0.055807934
1067;0.055795688
1068;0.055790888
1069;0.055800257
1070;0.055804260
1071;0.055773680
1072;0.055806486
1073;0.055836894
1074;0.055814387
1075;0.055786359
1076;0.055829946
1077;0.055795511
1078;0.055780296
1079;0.055780863
1080;0.055801897
1081;0.055781004
1082;0.055780633
1083;0.055813907
1084;0.055822232
1085;0.055832797
1086;0.055771853
1087;0.055778616
1088;0.055796525
1089;0.055798601
1090;0.055778438
1091;0.055784524
1092;0.055818111
1093;0.055787323
1094;0.055777888
1095;0.055812828
1096;0.055788342
1097;0.055800939
1098;0.055787131
1099;0.055783738
1100;0.055902219
1101;0.055813618
1102;0.055783977
1103;0.055784594
1104;0.055805160
1105;0.055770414
1106;0.055781552
1107;0.055799357
1108;0.055784975
1109;0.055778874
1110;0.055798867
1111;0.055815579
1112;0.055784530
1113;0.055813482
1114;0.055789776
1115;0.055785915
1116;0.055776846
1117;0.055784286
1118;0.055806258
1119;0.055787657
1120;0.055819889
1121;0.055814100
1122;0.055769094
1123;0.055798671
1124;0.055792726
1125;0.055862145
1126;0.055803337
1127;0.055785986
1128;0.055799207
1129;0.055789252
1130;0.055767579
1131;0.055801843
1132;0.055742357
